Day,temp_max,temp_min,precipitacion,Pernoctacions_Habitatge_tur√≠stic,Pernoctacions_Hotel
27-12-2022,18.45,10.25,0.0,43803,36173.0
28-12-2022,17.3,9.4,0.0,44393,36660.0
29-12-2022,17.5,8.9,0.0,45705,37744.0
30-12-2022,17.95,10.45,0.0,46801,38648.0
31-12-2022,20.95,11.7,0.0,41432,34214.0
01-01-2023,15.6,9.7,0.0,43396,28646.0
02-01-2023,14.85,8.95,0.05,48545,32045.0
03-01-2023,16.8,8.6,0.0,45534,30057.0
04-01-2023,16.9,8.3,0.0,45192,29831.0
05-01-2023,16.05,7.3,0.0,45407,29973.0
06-01-2023,15.25,5.7,0.0,46432,30650.0
07-01-2023,15.15,6.1,0.0,49140,32437.0
08-01-2023,14.9,9.5,0.1,50253,33172.0
09-01-2023,16.35,9.4,0.0,45331,29924.0
10-01-2023,15.55,6.35,0.0,39436,26032.0
11-01-2023,13.85,7.15,0.0,38411,25356.0
12-01-2023,15.05,6.6,0.0,41865,27635.0
13-01-2023,15.55,7.05,0.0,45344,29932.0
14-01-2023,17.0,6.15,0.0,44699,29506.0
15-01-2023,17.1,6.7,3.15,45635,30124.0
16-01-2023,14.75,5.45,0.0,42194,27852.0
17-01-2023,15.65,6.3,1.05,36349,23994.0
18-01-2023,11.6,4.4,0.0,37082,24478.0
19-01-2023,11.0,2.95,0.0,40157,26508.0
20-01-2023,13.85,3.95,0.0,45357,29941.0
21-01-2023,10.75,0.8,0.0,43952,29013.0
22-01-2023,10.95,0.1,0.05,45331,29924.0
23-01-2023,9.4,1.05,0.1,42333,27944.0
24-01-2023,6.85,1.65,0.6,37019,24436.0
25-01-2023,13.45,3.75,0.0,37955,25055.0
26-01-2023,10.75,1.5,0.0,41106,27134.0
27-01-2023,10.75,2.25,0.0,45913,30307.0
28-01-2023,9.0,2.1,0.0,43585,28771.0
29-01-2023,11.45,2.7,0.0,45420,29982.0
30-01-2023,12.95,1.75,0.0,42864,28295.0
31-01-2023,13.55,3.05,0.0,37335,24645.0
01-02-2023,14.25,3.9,0.0,45469,0.0
02-02-2023,16.15,4.45,0.0,48294,0.0
03-02-2023,16.8,5.8,0.0,54884,0.0
04-02-2023,21.05,7.95,0.0,53074,0.0
05-02-2023,17.0,5.95,0.45,54781,0.0
06-02-2023,9.95,5.95,4.1,51309,0.0
07-02-2023,9.6,6.25,13.5,43763,0.0
08-02-2023,9.8,6.1,0.4,45440,0.0
09-02-2023,10.4,5.2,0.0,49309,0.0
10-02-2023,12.3,4.0,0.0,56767,0.0
11-02-2023,12.85,3.75,0.0,54810,0.0
12-02-2023,13.5,3.45,0.0,56517,0.0
13-02-2023,14.15,4.1,0.0,53648,0.0
14-02-2023,14.1,4.65,0.0,48029,0.0
15-02-2023,15.35,5.5,0.0,48647,0.0
16-02-2023,15.15,6.15,0.0,53472,0.0
17-02-2023,18.1,7.05,0.0,58385,0.0
18-02-2023,17.75,8.9,0.0,59076,0.0
19-02-2023,18.4,9.3,0.0,59444,0.0
20-02-2023,17.45,8.25,0.0,56164,0.0
21-02-2023,17.4,8.7,0.0,50044,0.0
22-02-2023,15.05,8.55,0.0,50324,0.0
23-02-2023,12.6,8.6,5.85,53619,0.0
24-02-2023,12.75,5.85,0.0,59620,0.0
25-02-2023,13.5,5.8,5.0,57355,0.0
26-02-2023,12.55,1.7,21.5,59738,0.0
27-02-2023,7.25,0.15,0.6,55119,0.0
28-02-2023,13.15,3.15,0.0,49971,0.0
01-03-2023,11.0,1.35,0.0,0,30617.0
02-03-2023,11.85,3.65,0.0,0,32684.5
03-03-2023,13.8,3.75,0.0,0,36712.5
04-03-2023,14.5,4.5,0.0,0,34637.0
05-03-2023,15.8,5.05,0.0,0,35384.0
06-03-2023,13.8,7.15,0.0,0,33265.0
07-03-2023,17.8,6.95,0.0,0,29289.5
08-03-2023,21.65,9.25,0.0,0,29439.0
09-03-2023,21.95,12.9,0.85,0,31505.0
10-03-2023,23.3,12.45,0.0,0,34241.5
11-03-2023,25.4,14.15,0.0,0,34003.5
12-03-2023,19.3,12.25,0.0,0,35182.0
13-03-2023,21.1,12.2,0.0,0,33449.0
14-03-2023,21.75,10.6,0.0,0,29992.5
15-03-2023,17.9,8.7,0.0,0,30441.5
16-03-2023,18.25,8.75,0.0,0,32939.0
17-03-2023,15.6,10.9,0.0,0,35621.5
18-03-2023,18.35,10.25,0.0,0,34558.0
19-03-2023,17.9,10.25,0.0,0,35930.0
20-03-2023,17.5,9.05,0.0,0,34461.0
21-03-2023,16.95,9.45,0.0,0,31004.5
22-03-2023,18.15,9.8,0.0,0,30829.0
23-03-2023,18.55,11.35,0.0,0,32798.0
24-03-2023,24.25,10.9,0.0,0,36079.0
25-03-2023,17.9,9.75,0.0,0,35182.0
26-03-2023,25.0,10.95,0.0,0,38506.0
27-03-2023,18.7,10.15,0.35,0,36070.5
28-03-2023,16.45,10.55,0.0,0,36862.0
29-03-2023,19.15,10.75,0.0,0,37029.5
30-03-2023,18.9,10.7,0.0,0,39922.5
31-03-2023,25.4,11.7,0.0,0,41717.5
01-04-2023,23.15,9.45,0.4,60041,7446.0
02-04-2023,21.9,7.25,0.05,57662,7151.0
03-04-2023,17.95,8.9,0.0,55564,6890.0
04-04-2023,16.95,8.25,0.0,54369,6742.0
05-04-2023,18.05,7.65,0.0,56906,7057.0
06-04-2023,17.6,8.8,0.0,58162,7213.0
07-04-2023,18.75,9.15,0.0,57089,7079.0
08-04-2023,17.65,9.5,0.0,59992,7440.0
09-04-2023,18.8,10.3,0.0,58882,7302.0
10-04-2023,20.6,11.3,0.0,59297,7353.0
11-04-2023,19.05,11.55,0.0,56552,7013.0
12-04-2023,23.95,10.75,0.0,54759,6791.0
13-04-2023,20.85,9.2,0.0,57504,7131.0
14-04-2023,20.15,8.7,0.0,60017,7443.0
15-04-2023,20.8,10.35,0.0,60346,7483.0
16-04-2023,20.2,10.3,0.0,59236,7346.0
17-04-2023,18.35,9.7,0.0,56357,6989.0
18-04-2023,19.05,11.0,0.0,54747,6789.0
19-04-2023,19.6,10.1,0.0,54271,6730.0
20-04-2023,20.3,10.7,0.0,57223,7096.0
21-04-2023,19.85,12.9,0.0,58833,7296.0
22-04-2023,21.4,12.3,0.0,59150,7335.0
23-04-2023,21.55,13.75,0.25,58992,7315.0
24-04-2023,20.75,12.8,0.0,56381,6992.0
25-04-2023,21.65,13.35,0.0,55052,6827.0
26-04-2023,20.2,13.85,0.0,55393,6869.0
27-04-2023,23.95,14.05,0.0,58663,7275.0
28-04-2023,24.2,15.4,0.0,61968,7685.0
29-04-2023,23.0,15.3,5.5,60578,7512.0
30-04-2023,23.6,15.15,14.1,58980,7314.0
01-05-2023,20.3,14.25,0.0,59581,37827.0
02-05-2023,22.1,13.6,0.0,60298,38283.0
03-05-2023,22.0,13.95,0.0,58761,37306.0
04-05-2023,22.05,14.35,0.0,62246,39518.0
05-05-2023,22.85,14.5,0.0,64053,40665.0
06-05-2023,22.8,14.6,0.0,64219,40771.0
07-05-2023,22.35,15.5,0.8,63284,40177.0
08-05-2023,23.45,15.75,0.0,61964,39339.0
09-05-2023,23.3,15.25,1.0,62105,39429.0
10-05-2023,21.4,14.7,0.5,60439,38372.0
11-05-2023,19.5,12.55,0.0,61861,39275.0
12-05-2023,18.1,10.0,2.15,64040,40658.0
13-05-2023,19.75,10.65,2.55,64386,40877.0
14-05-2023,20.3,11.5,6.55,63514,40324.0
15-05-2023,23.7,13.35,2.05,61375,38965.0
16-05-2023,22.0,13.2,0.0,61464,39023.0
17-05-2023,21.7,11.25,0.0,62092,39421.0
18-05-2023,19.8,12.65,1.0,63988,40624.0
19-05-2023,20.55,12.9,2.95,63745,40470.0
20-05-2023,22.75,12.5,1.0,64744,41105.0
21-05-2023,20.55,12.8,0.5,65616,41658.0
22-05-2023,23.35,15.3,0.3,61669,39153.0
23-05-2023,24.05,14.85,0.5,61861,39275.0
24-05-2023,26.05,15.4,5.2,60170,38201.0
25-05-2023,18.4,14.1,8.95,62963,39974.0
26-05-2023,21.65,13.25,0.0,66346,42122.0
27-05-2023,25.6,17.15,0.0,67461,42829.0
28-05-2023,25.1,17.1,0.0,64719,41089.0
29-05-2023,23.7,16.5,0.0,63681,40429.0
30-05-2023,24.85,16.15,0.0,63771,40486.0
31-05-2023,25.25,17.25,3.7,62861,39909.0
01-06-2023,23.85,16.05,0.0,64697,38348.0
02-06-2023,24.0,15.8,0.0,64950,38498.0
03-06-2023,23.2,16.15,0.05,66594,39473.0
04-06-2023,24.85,16.4,0.0,65760,38979.0
05-06-2023,25.15,16.65,0.0,63269,37502.0
06-06-2023,25.45,17.35,0.0,59349,35178.0
07-06-2023,24.4,17.8,0.0,61802,36633.0
08-06-2023,25.5,18.1,0.0,63939,37899.0
09-06-2023,26.1,19.45,0.0,65633,38904.0
10-06-2023,26.55,19.4,0.0,66493,39413.0
11-06-2023,29.9,20.35,2.25,65848,39031.0
12-06-2023,28.3,19.5,1.0,62143,36835.0
13-06-2023,26.3,18.25,0.1,63699,37757.0
14-06-2023,27.8,17.3,0.0,62333,36948.0
15-06-2023,28.5,19.6,0.0,66088,39173.0
16-06-2023,28.85,20.1,0.0,68908,40845.0
17-06-2023,28.8,19.65,0.0,68655,40694.0
18-06-2023,28.45,20.95,0.0,66581,39465.0
19-06-2023,29.0,19.65,0.65,65304,38709.0
20-06-2023,29.1,20.4,0.0,65760,38979.0
21-06-2023,29.0,21.55,0.0,65039,38551.0
22-06-2023,31.5,21.0,0.0,67643,40095.0
23-06-2023,28.55,20.9,0.0,69009,40904.0
24-06-2023,29.65,20.85,0.0,69135,40979.0
25-06-2023,29.2,22.55,0.0,68769,40762.0
26-06-2023,30.45,23.1,0.0,66594,39473.0
27-06-2023,28.8,22.35,0.0,66784,39585.0
28-06-2023,29.35,22.2,0.5,65532,38843.0
29-06-2023,29.6,18.3,3.9,68099,40364.0
30-06-2023,26.65,17.75,16.85,70273,41654.0
01-07-2023,26.9,18.5,0.0,63465,39331.0
02-07-2023,27.65,20.35,0.0,63176,39151.0
03-07-2023,27.8,21.25,0.1,60828,37696.0
04-07-2023,28.25,20.95,0.5,60783,37668.0
05-07-2023,25.9,21.2,0.85,59648,36964.0
06-07-2023,29.35,20.6,0.05,62219,38558.0
07-07-2023,29.15,21.35,0.0,63933,39620.0
08-07-2023,31.1,21.65,0.0,63710,39482.0
09-07-2023,30.85,22.5,0.0,63399,39289.0
10-07-2023,30.5,22.75,0.0,61785,38289.0
11-07-2023,31.9,23.25,0.0,61062,37841.0
12-07-2023,29.4,23.4,0.0,61106,37869.0
13-07-2023,29.9,22.95,0.0,61885,38351.0
14-07-2023,30.05,22.95,0.0,62964,39020.0
15-07-2023,30.6,22.8,0.0,63376,39275.0
16-07-2023,29.7,23.35,0.0,62942,39006.0
17-07-2023,30.45,23.1,0.0,61273,37972.0
18-07-2023,32.45,22.6,0.0,61284,37979.0
19-07-2023,32.65,24.3,0.0,60583,37544.0
20-07-2023,30.8,23.6,0.0,62664,38834.0
21-07-2023,29.2,23.6,0.0,63076,39089.0
22-07-2023,29.5,22.85,0.0,64756,40130.0
23-07-2023,30.8,22.5,0.05,62976,39027.0
24-07-2023,30.7,23.55,0.0,61117,37875.0
25-07-2023,32.1,21.2,1.9,60973,37786.0
26-07-2023,25.65,20.6,0.0,60772,37662.0
27-07-2023,28.6,20.6,1.0,62063,38462.0
28-07-2023,29.85,20.3,0.0,63654,39447.0
29-07-2023,30.3,22.45,0.0,64344,39875.0
30-07-2023,31.35,23.25,0.0,63788,39530.0
31-07-2023,28.35,22.65,0.1,61807,38302.0
01-08-2023,32.7,23.7,0.0,69861,43538.0
02-08-2023,30.85,23.15,0.0,68262,42541.0
03-08-2023,26.9,20.65,10.75,69874,43546.0
04-08-2023,27.95,17.15,0.0,70479,43923.0
05-08-2023,28.3,18.25,0.0,72821,45383.0
06-08-2023,25.75,20.7,0.1,71272,44417.0
07-08-2023,26.3,20.9,0.1,69458,43287.0
08-08-2023,28.3,20.95,0.0,68602,42753.0
09-08-2023,29.55,21.45,0.0,67204,41882.0
10-08-2023,31.4,23.2,0.0,69358,43224.0
11-08-2023,31.9,23.4,0.0,71146,44339.0
12-08-2023,30.25,23.0,0.0,73123,45571.0
13-08-2023,30.6,22.6,0.0,70113,43695.0
14-08-2023,31.8,22.4,0.25,68086,42431.0
15-08-2023,31.3,22.75,0.0,67418,42015.0
16-08-2023,29.45,22.8,0.0,66574,41490.0
17-08-2023,31.3,22.8,0.0,69018,43012.0
18-08-2023,30.35,22.25,0.0,69395,43248.0
19-08-2023,31.05,23.4,0.0,71637,44644.0
20-08-2023,34.6,25.0,0.0,70605,44001.0
21-08-2023,35.5,26.95,0.0,68338,42589.0
22-08-2023,34.2,26.5,0.0,67695,42188.0
23-08-2023,36.95,28.05,0.0,66675,41552.0
24-08-2023,34.0,26.0,0.0,68841,42902.0
25-08-2023,32.3,24.75,0.0,70063,43663.0
26-08-2023,30.1,21.0,16.45,70756,44095.0
27-08-2023,26.05,16.35,20.85,65592,40877.0
28-08-2023,29.8,15.95,0.0,65617,40893.0
29-08-2023,26.9,17.25,3.5,69005,43005.0
30-08-2023,24.8,17.7,1.95,68678,42800.0
31-08-2023,28.15,19.0,0.0,69698,43436.0
01-09-2023,28.25,20.05,0.0,75619,49958.0
02-09-2023,25.2,21.55,0.0,75388,49806.0
03-09-2023,28.45,21.35,0.0,74873,49466.0
04-09-2023,30.4,23.25,0.0,72241,47726.0
05-09-2023,29.1,21.75,0.0,71861,47476.0
06-09-2023,28.6,20.5,0.0,71725,47386.0
07-09-2023,27.5,18.6,0.0,73842,48784.0
08-09-2023,27.9,19.05,0.0,74276,49071.0
09-09-2023,27.6,18.45,0.0,74615,49295.0
10-09-2023,27.6,19.0,0.1,75239,49708.0
11-09-2023,27.95,19.8,0.0,71088,46965.0
12-09-2023,28.5,20.75,0.0,70667,46687.0
13-09-2023,28.95,20.6,0.0,70355,46480.0
14-09-2023,28.15,20.1,0.0,73041,48256.0
15-09-2023,25.6,18.45,29.4,72946,48193.0
16-09-2023,27.4,18.75,0.0,73394,48488.0
17-09-2023,28.5,21.0,0.6,73530,48578.0
18-09-2023,28.75,21.8,0.0,70898,46839.0
19-09-2023,25.65,19.2,14.5,70206,46383.0
20-09-2023,23.3,17.4,0.0,71155,47010.0
21-09-2023,26.9,18.55,0.0,72146,47664.0
22-09-2023,26.15,17.5,0.0,75158,49654.0
23-09-2023,24.3,14.75,0.0,73163,48337.0
24-09-2023,25.6,16.0,0.0,73421,48506.0
25-09-2023,25.05,17.2,0.0,70314,46454.0
26-09-2023,25.85,17.6,0.0,69745,46077.0
27-09-2023,26.9,18.55,0.0,70708,46714.0
28-09-2023,26.8,18.85,0.0,72132,47655.0
29-09-2023,28.4,20.0,0.0,74344,49116.0
30-09-2023,29.5,20.8,0.0,74194,49018.0
01-10-2023,27.15,19.35,0.0,66804,42237.0
02-10-2023,26.65,19.3,0.0,63784,40327.0
03-10-2023,26.75,18.85,0.0,62958,39805.0
04-10-2023,27.3,20.45,0.0,62835,39727.0
05-10-2023,26.2,20.05,0.0,64597,40841.0
06-10-2023,26.95,19.25,0.0,66681,42159.0
07-10-2023,26.75,19.15,0.0,66422,41995.0
08-10-2023,26.95,18.6,0.0,65596,41473.0
09-10-2023,26.4,18.55,0.0,62489,39508.0
10-10-2023,26.7,17.85,0.0,61232,38714.0
11-10-2023,26.15,17.45,0.0,61861,39112.0
12-10-2023,25.8,17.5,0.0,62230,39345.0
13-10-2023,25.8,17.75,0.0,62933,39790.0
14-10-2023,25.95,18.35,4.0,65966,41707.0
15-10-2023,20.6,18.0,35.25,65584,41465.0
16-10-2023,19.9,16.4,5.3,62415,39462.0
17-10-2023,24.4,16.25,2.0,60418,38199.0
18-10-2023,26.75,19.25,3.0,60036,37958.0
19-10-2023,24.2,15.4,5.95,62428,39470.0
20-10-2023,22.4,15.0,0.0,65682,41527.0
21-10-2023,20.3,13.3,0.0,66558,42081.0
22-10-2023,21.4,11.45,0.5,64955,41067.0
23-10-2023,24.0,16.95,10.35,61121,38644.0
24-10-2023,21.8,14.4,0.0,60640,38340.0
25-10-2023,23.05,14.35,0.0,60677,38363.0
26-10-2023,24.2,18.25,0.0,62896,39766.0
27-10-2023,22.5,15.0,0.0,66841,42260.0
28-10-2023,22.85,13.6,0.0,66360,41956.0
29-10-2023,22.0,14.35,0.0,61972,39181.0
30-10-2023,22.15,13.45,0.6,57016,36048.0
31-10-2023,18.6,11.05,0.0,53416,33772.0
01-11-2023,20.4,11.05,0.0,66188,42647.0
02-11-2023,20.05,11.45,0.7,68569,44181.0
03-11-2023,18.05,10.1,0.0,75499,48647.0
04-11-2023,19.95,10.9,0.1,73705,47490.0
05-11-2023,20.25,12.6,0.0,75695,48773.0
06-11-2023,19.7,10.45,0.0,70216,45242.0
07-11-2023,17.6,8.25,0.0,58703,37825.0
08-11-2023,17.25,7.7,0.85,58948,37982.0
09-11-2023,16.0,9.85,0.1,63302,40787.0
10-11-2023,19.25,11.65,0.0,71080,45800.0
11-11-2023,17.35,11.75,0.05,66514,42858.0
12-11-2023,22.15,14.25,0.0,70917,45694.0
13-11-2023,23.6,13.4,0.0,66433,42805.0
14-11-2023,24.85,14.85,0.0,58149,37467.0
15-11-2023,18.2,14.1,0.0,58785,37878.0
16-11-2023,19.85,13.75,0.0,64345,41460.0
17-11-2023,18.6,12.8,0.0,71064,45789.0
18-11-2023,19.9,12.05,0.0,66710,42984.0
19-11-2023,19.55,11.9,0.0,70509,45432.0
20-11-2023,19.2,10.45,0.3,65128,41964.0
21-11-2023,17.9,10.85,0.1,57236,36879.0
22-11-2023,18.7,8.75,0.0,57366,36963.0
23-11-2023,16.75,6.85,0.0,62470,40252.0
24-11-2023,19.85,8.45,0.0,69808,44980.0
25-11-2023,16.6,9.6,0.0,65340,42101.0
26-11-2023,14.0,9.25,0.0,70542,45453.0
27-11-2023,14.45,8.4,0.0,64786,41743.0
28-11-2023,18.15,9.9,0.1,56160,36186.0
29-11-2023,14.85,10.35,0.25,57252,36889.0
30-11-2023,21.85,11.6,0.5,62307,40146.0
01-12-2023,18.25,8.85,0.5,56934,37264.0
02-12-2023,15.55,7.25,0.55,52908,34629.0
03-12-2023,13.95,5.35,0.5,55300,36195.0
04-12-2023,15.35,7.7,0.2,51739,33864.0
05-12-2023,12.7,6.6,0.0,48338,31638.0
06-12-2023,14.75,6.75,0.0,48418,31690.0
07-12-2023,15.8,5.3,1.15,48750,31908.0
08-12-2023,15.5,8.9,0.0,52324,34247.0
09-12-2023,16.85,7.65,0.0,53533,35038.0
10-12-2023,18.9,10.7,0.0,58436,38247.0
11-12-2023,19.0,11.25,0.0,52908,34629.0
12-12-2023,17.2,11.0,0.0,46358,30342.0
13-12-2023,16.35,8.1,0.0,47129,30847.0
14-12-2023,17.7,7.4,0.0,51221,33525.0
15-12-2023,17.4,8.75,0.0,57506,37638.0
16-12-2023,15.3,6.45,0.0,55127,36081.0
17-12-2023,13.0,5.15,0.0,56509,36986.0
18-12-2023,15.1,4.95,0.0,54237,35499.0
19-12-2023,17.85,7.1,0.0,52922,34638.0
20-12-2023,14.3,5.45,0.0,53958,35317.0
21-12-2023,16.15,6.7,0.0,56988,37299.0
22-12-2023,19.1,10.3,0.0,60296,39465.0
23-12-2023,15.4,7.65,0.0,58954,38587.0
24-12-2023,15.45,5.95,0.0,46185,30229.0
25-12-2023,16.45,6.75,0.0,35038,22933.0
26-12-2023,17.3,8.0,0.0,50969,33360.0
27-12-2023,17.9,6.8,0.0,53998,35342.0
28-12-2023,14.35,5.8,0.0,55978,36638.0
29-12-2023,14.0,7.2,0.0,59127,38699.0
30-12-2023,16.35,6.0,0.0,57187,37429.0
31-12-2023,16.65,7.35,0.0,49534,32420.0
